question_ref,lo_code,question_type,question_text,explanation,subtopic_codes,difficulty,source,verified,option_key,option_text,answer_value,sort_order
q-2-1-04,TS2.1,mc,"A media company wants to automatically identify objects, scenes, and inappropriate content in millions of user-uploaded images to enforce content policies. The team has no labeled training data and no ML expertise. Which AWS service should the ML engineer recommend?","Amazon Rekognition is correct because it provides pre-trained computer vision models for object detection, scene recognition, face analysis, and content moderation in images and videos — no training data or ML expertise required. Amazon Textract extracts text from documents not visual content analysis. Amazon Comprehend analyzes text sentiment and entities not images. SageMaker Image Classification is a custom training solution that requires labeled training data which the team does not have.",k-2-1-2,easy,ai-generated,false,D,SageMaker Image Classification built-in algorithm,false,4
q-2-1-05,TS2.1,mc,"A financial services company wants to detect fraudulent transactions in real time without building a custom ML model. They have historical labeled fraud data and want a managed service that automatically trains and deploys a fraud detection model. Which AWS service is most appropriate?","Amazon Fraud Detector is correct because it is a fully managed service for building fraud detection models without ML expertise. You provide historical labeled fraud and legitimate transaction data and Fraud Detector trains models using that data. Amazon Rekognition is for image and video analysis not transaction fraud. Amazon Comprehend performs NLP tasks not fraud detection on financial transactions. SageMaker Random Cut Forest is an anomaly detection algorithm that does not leverage labeled fraud data.",k-2-1-2,easy,ai-generated,false,A,Amazon Rekognition,false,1
q-2-1-05,TS2.1,mc,"A financial services company wants to detect fraudulent transactions in real time without building a custom ML model. They have historical labeled fraud data and want a managed service that automatically trains and deploys a fraud detection model. Which AWS service is most appropriate?","Amazon Fraud Detector is correct because it is a fully managed service for building fraud detection models without ML expertise. You provide historical labeled fraud and legitimate transaction data and Fraud Detector trains models using that data. Amazon Rekognition is for image and video analysis not transaction fraud. Amazon Comprehend performs NLP tasks not fraud detection on financial transactions. SageMaker Random Cut Forest is an anomaly detection algorithm that does not leverage labeled fraud data.",k-2-1-2,easy,ai-generated,false,B,Amazon Fraud Detector,true,2
q-2-1-05,TS2.1,mc,"A financial services company wants to detect fraudulent transactions in real time without building a custom ML model. They have historical labeled fraud data and want a managed service that automatically trains and deploys a fraud detection model. Which AWS service is most appropriate?","Amazon Fraud Detector is correct because it is a fully managed service for building fraud detection models without ML expertise. You provide historical labeled fraud and legitimate transaction data and Fraud Detector trains models using that data. Amazon Rekognition is for image and video analysis not transaction fraud. Amazon Comprehend performs NLP tasks not fraud detection on financial transactions. SageMaker Random Cut Forest is an anomaly detection algorithm that does not leverage labeled fraud data.",k-2-1-2,easy,ai-generated,false,C,Amazon Comprehend,false,3
q-2-1-05,TS2.1,mc,"A financial services company wants to detect fraudulent transactions in real time without building a custom ML model. They have historical labeled fraud data and want a managed service that automatically trains and deploys a fraud detection model. Which AWS service is most appropriate?","Amazon Fraud Detector is correct because it is a fully managed service for building fraud detection models without ML expertise. You provide historical labeled fraud and legitimate transaction data and Fraud Detector trains models using that data. Amazon Rekognition is for image and video analysis not transaction fraud. Amazon Comprehend performs NLP tasks not fraud detection on financial transactions. SageMaker Random Cut Forest is an anomaly detection algorithm that does not leverage labeled fraud data.",k-2-1-2,easy,ai-generated,false,D,SageMaker Random Cut Forest,false,4
q-2-1-06,TS2.1,mc,"A company wants to build a generative AI application that answers questions about their internal product documentation. The application should use a foundation model accessed via API without managing any model infrastructure. Which AWS service provides access to foundation models from multiple providers through a single managed API?","Amazon Bedrock is correct because it provides a fully managed API to access foundation models from Anthropic, Meta, Cohere, Stability AI, and Amazon without managing any infrastructure. SageMaker JumpStart provides access to pre-trained models within SageMaker but requires you to deploy them to endpoints. Amazon Lex builds conversational chatbots but does not provide foundation model APIs for general generative AI tasks. Amazon Kendra is an enterprise search service not a generative AI foundation model platform.",k-2-1-3,easy,ai-generated,false,A,Amazon SageMaker JumpStart,false,1
q-2-1-06,TS2.1,mc,"A company wants to build a generative AI application that answers questions about their internal product documentation. The application should use a foundation model accessed via API without managing any model infrastructure. Which AWS service provides access to foundation models from multiple providers through a single managed API?","Amazon Bedrock is correct because it provides a fully managed API to access foundation models from Anthropic, Meta, Cohere, Stability AI, and Amazon without managing any infrastructure. SageMaker JumpStart provides access to pre-trained models within SageMaker but requires you to deploy them to endpoints. Amazon Lex builds conversational chatbots but does not provide foundation model APIs for general generative AI tasks. Amazon Kendra is an enterprise search service not a generative AI foundation model platform.",k-2-1-3,easy,ai-generated,false,B,Amazon Bedrock,true,2
q-2-1-06,TS2.1,mc,"A company wants to build a generative AI application that answers questions about their internal product documentation. The application should use a foundation model accessed via API without managing any model infrastructure. Which AWS service provides access to foundation models from multiple providers through a single managed API?","Amazon Bedrock is correct because it provides a fully managed API to access foundation models from Anthropic, Meta, Cohere, Stability AI, and Amazon without managing any infrastructure. SageMaker JumpStart provides access to pre-trained models within SageMaker but requires you to deploy them to endpoints. Amazon Lex builds conversational chatbots but does not provide foundation model APIs for general generative AI tasks. Amazon Kendra is an enterprise search service not a generative AI foundation model platform.",k-2-1-3,easy,ai-generated,false,C,Amazon Lex,false,3
q-2-1-06,TS2.1,mc,"A company wants to build a generative AI application that answers questions about their internal product documentation. The application should use a foundation model accessed via API without managing any model infrastructure. Which AWS service provides access to foundation models from multiple providers through a single managed API?","Amazon Bedrock is correct because it provides a fully managed API to access foundation models from Anthropic, Meta, Cohere, Stability AI, and Amazon without managing any infrastructure. SageMaker JumpStart provides access to pre-trained models within SageMaker but requires you to deploy them to endpoints. Amazon Lex builds conversational chatbots but does not provide foundation model APIs for general generative AI tasks. Amazon Kendra is an enterprise search service not a generative AI foundation model platform.",k-2-1-3,easy,ai-generated,false,D,Amazon Kendra,false,4
q-2-1-07,TS2.1,mr,"A company needs to analyze thousands of customer support emails daily. The requirements are: (1) determine whether each email has a positive, neutral, or negative sentiment, (2) extract named entities such as product names and customer locations from email text, and (3) detect customer account numbers which are considered sensitive PII. Which TWO AWS services address these requirements? (Select TWO)","Amazon Comprehend addresses requirements 1 and 2 — it performs sentiment analysis on text and extracts named entities like product names and locations. Amazon Comprehend also includes a PII detection capability addressing requirement 3. Amazon Rekognition analyzes image and video content not text emails. Amazon Transcribe converts speech audio to text not email analysis. Amazon Textract extracts structured content from scanned document images not plain email text. Amazon Translate performs language translation not sentiment or entity analysis.",k-2-1-2,medium,ai-generated,false,A,Amazon Comprehend,true,1
q-2-1-07,TS2.1,mr,"A company needs to analyze thousands of customer support emails daily. The requirements are: (1) determine whether each email has a positive, neutral, or negative sentiment, (2) extract named entities such as product names and customer locations from email text, and (3) detect customer account numbers which are considered sensitive PII. Which TWO services address these requirements? (Select TWO)","Amazon Comprehend addresses requirements 1 and 2 — it performs sentiment analysis on text and extracts named entities like product names and locations. Amazon Comprehend also includes a PII detection capability addressing requirement 3. Amazon Rekognition analyzes image and video content not text emails. Amazon Transcribe converts speech audio to text not email analysis. Amazon Textract extracts structured content from scanned document images not plain email text. Amazon Translate performs language translation not sentiment or entity analysis.",k-2-1-2,medium,ai-generated,false,B,Amazon Rekognition,false,2
q-2-1-07,TS2.1,mr,"A company needs to analyze thousands of customer support emails daily. The requirements are: (1) determine whether each email has a positive, neutral, or negative sentiment, (2) extract named entities such as product names and customer locations from email text, and (3) detect customer account numbers which are considered sensitive PII. Which TWO services address these requirements? (Select TWO)","Amazon Comprehend addresses requirements 1 and 2 — it performs sentiment analysis on text and extracts named entities like product names and locations. Amazon Comprehend also includes a PII detection capability addressing requirement 3. Amazon Rekognition analyzes image and video content not text emails. Amazon Transcribe converts speech audio to text not email analysis. Amazon Textract extracts structured content from scanned document images not plain email text. Amazon Translate performs language translation not sentiment or entity analysis.",k-2-1-2,medium,ai-generated,false,C,Amazon Transcribe,false,3
q-2-1-07,TS2.1,mr,"A company needs to analyze thousands of customer support emails daily. The requirements are: (1) determine whether each email has a positive, neutral, or negative sentiment, (2) extract named entities such as product names and customer locations from email text, and (3) detect customer account numbers which are considered sensitive PII. Which TWO services address these requirements? (Select TWO)","Amazon Comprehend addresses requirements 1 and 2 — it performs sentiment analysis on text and extracts named entities like product names and locations. Amazon Comprehend also includes a PII detection capability addressing requirement 3. Amazon Rekognition analyzes image and video content not text emails. Amazon Transcribe converts speech audio to text not email analysis. Amazon Textract extracts structured content from scanned document images not plain email text. Amazon Translate performs language translation not sentiment or entity analysis.",k-2-1-2,medium,ai-generated,false,D,Amazon Textract,false,4
q-2-1-07,TS2.1,mr,"A company needs to analyze thousands of customer support emails daily. The requirements are: (1) determine whether each email has a positive, neutral, or negative sentiment, (2) extract named entities such as product names and customer locations from email text, and (3) detect customer account numbers which are considered sensitive PII. Which TWO services address these requirements? (Select TWO)","Amazon Comprehend addresses requirements 1 and 2 — it performs sentiment analysis on text and extracts named entities like product names and locations. Amazon Comprehend also includes a PII detection capability addressing requirement 3. Amazon Rekognition analyzes image and video content not text emails. Amazon Transcribe converts speech audio to text not email analysis. Amazon Textract extracts structured content from scanned document images not plain email text. Amazon Translate performs language translation not sentiment or entity analysis.",k-2-1-2,medium,ai-generated,false,E,Amazon Translate,false,5
q-2-1-08,TS2.1,mc,"A company operates 5000 retail stores and wants to forecast weekly demand for each product at each store location. The time series data shows strong seasonal patterns and correlations between related products. The team wants a SageMaker built-in algorithm that can model thousands of related time series simultaneously. Which algorithm is best suited?","DeepAR is correct for forecasting multiple related time series simultaneously. Unlike classical methods that model each series independently, DeepAR uses recurrent neural networks trained on all time series together, learning correlations between stores and products. This makes it ideal for large-scale retail forecasting. Linear Learner does not handle time series patterns. K-Means is unsupervised clustering not forecasting. XGBoost can be used for time series but requires manual feature engineering of lag variables and does not natively handle thousands of correlated series the way DeepAR does.",k-2-1-1,medium,ai-generated,false,A,Linear Learner,false,1
q-2-1-08,TS2.1,mc,"A company operates 5000 retail stores and wants to forecast weekly demand for each product at each store location. The time series data shows strong seasonal patterns and correlations between related products. The team wants a SageMaker built-in algorithm that can model thousands of related time series simultaneously. Which algorithm is best suited?","DeepAR is correct for forecasting multiple related time series simultaneously. Unlike classical methods that model each series independently, DeepAR uses recurrent neural networks trained on all time series together, learning correlations between stores and products. This makes it ideal for large-scale retail forecasting. Linear Learner does not handle time series patterns. K-Means is unsupervised clustering not forecasting. XGBoost can be used for time series but requires manual feature engineering of lag variables and does not natively handle thousands of correlated series the way DeepAR does.",k-2-1-1,medium,ai-generated,false,B,K-Means,false,2
q-2-1-08,TS2.1,mc,"A company operates 5000 retail stores and wants to forecast weekly demand for each product at each store location. The time series data shows strong seasonal patterns and correlations between related products. The team wants a SageMaker built-in algorithm that can model thousands of related time series simultaneously. Which algorithm is best suited?","DeepAR is correct for forecasting multiple related time series simultaneously. Unlike classical methods that model each series independently, DeepAR uses recurrent neural networks trained on all time series together, learning correlations between stores and products. This makes it ideal for large-scale retail forecasting. Linear Learner does not handle time series patterns. K-Means is unsupervised clustering not forecasting. XGBoost can be used for time series but requires manual feature engineering of lag variables and does not natively handle thousands of correlated series the way DeepAR does.",k-2-1-1,medium,ai-generated,false,C,DeepAR,true,3
q-2-1-08,TS2.1,mc,"A company operates 5000 retail stores and wants to forecast weekly demand for each product at each store location. The time series data shows strong seasonal patterns and correlations between related products. The team wants a SageMaker built-in algorithm that can model thousands of related time series simultaneously. Which algorithm is best suited?","DeepAR is correct for forecasting multiple related time series simultaneously. Unlike classical methods that model each series independently, DeepAR uses recurrent neural networks trained on all time series together, learning correlations between stores and products. This makes it ideal for large-scale retail forecasting. Linear Learner does not handle time series patterns. K-Means is unsupervised clustering not forecasting. XGBoost can be used for time series but requires manual feature engineering of lag variables and does not natively handle thousands of correlated series the way DeepAR does.",k-2-1-1,medium,ai-generated,false,D,XGBoost with lag features,false,4
q-2-1-09,TS2.1,mc,"A cybersecurity team monitors network traffic logs and wants to automatically detect anomalous behavior that could indicate a security breach. The team has no labeled examples of malicious traffic. They want to assign an anomaly score to each network connection event. Which SageMaker built-in algorithm is designed for this use case?","Random Cut Forest (RCF) is the correct SageMaker built-in algorithm for anomaly detection. It assigns an anomaly score to each data point — higher scores indicate more anomalous behavior. Crucially it is unsupervised so it does not require labeled attack examples. XGBoost requires labeled data for classification. K-Means performs unsupervised clustering for grouping not anomaly scoring. Linear Learner is for regression and classification with labeled data not unsupervised anomaly detection.",k-2-1-1,medium,ai-generated,false,A,XGBoost binary classifier,false,1
q-2-1-09,TS2.1,mc,"A cybersecurity team monitors network traffic logs and wants to automatically detect anomalous behavior that could indicate a security breach. The team has no labeled examples of malicious traffic. They want to assign an anomaly score to each network connection event. Which SageMaker built-in algorithm is designed for this use case?","Random Cut Forest (RCF) is the correct SageMaker built-in algorithm for anomaly detection. It assigns an anomaly score to each data point — higher scores indicate more anomalous behavior. Crucially it is unsupervised so it does not require labeled attack examples. XGBoost requires labeled data for classification. K-Means performs unsupervised clustering for grouping not anomaly scoring. Linear Learner is for regression and classification with labeled data not unsupervised anomaly detection.",k-2-1-1,medium,ai-generated,false,B,Random Cut Forest,true,2
q-2-1-09,TS2.1,mc,"A cybersecurity team monitors network traffic logs and wants to automatically detect anomalous behavior that could indicate a security breach. The team has no labeled examples of malicious traffic. They want to assign an anomaly score to each network connection event. Which SageMaker built-in algorithm is designed for this use case?","Random Cut Forest (RCF) is the correct SageMaker built-in algorithm for anomaly detection. It assigns an anomaly score to each data point — higher scores indicate more anomalous behavior. Crucially it is unsupervised so it does not require labeled attack examples. XGBoost requires labeled data for classification. K-Means performs unsupervised clustering for grouping not anomaly scoring. Linear Learner is for regression and classification with labeled data not unsupervised anomaly detection.",k-2-1-1,medium,ai-generated,false,C,K-Means,false,3
q-2-1-09,TS2.1,mc,"A cybersecurity team monitors network traffic logs and wants to automatically detect anomalous behavior that could indicate a security breach. The team has no labeled examples of malicious traffic. They want to assign an anomaly score to each network connection event. Which SageMaker built-in algorithm is designed for this use case?","Random Cut Forest (RCF) is the correct SageMaker built-in algorithm for anomaly detection. It assigns an anomaly score to each data point — higher scores indicate more anomalous behavior. Crucially it is unsupervised so it does not require labeled attack examples. XGBoost requires labeled data for classification. K-Means performs unsupervised clustering for grouping not anomaly scoring. Linear Learner is for regression and classification with labeled data not unsupervised anomaly detection.",k-2-1-1,medium,ai-generated,false,D,Linear Learner,false,4
q-2-1-10,TS2.1,mc,"A company has a high-dimensional customer dataset with 500 features per customer record. Many features are highly correlated. Before training a clustering model, the ML engineer wants to reduce dimensionality to remove redundant information and speed up training. Which SageMaker built-in algorithm should be applied first?","Principal Component Analysis (PCA) is correct for dimensionality reduction. It transforms correlated features into uncorrelated principal components ordered by the amount of variance they explain. This reduces the 500 features to a smaller set of components that capture most of the variance, removing redundancy before clustering. XGBoost is a supervised algorithm not for dimensionality reduction. K-Means is the clustering step that would run after PCA not before. DeepAR is a time series forecasting algorithm not dimensionality reduction.",k-2-1-1,medium,ai-generated,false,A,XGBoost,false,1
q-2-1-10,TS2.1,mc,"A company has a high-dimensional customer dataset with 500 features per customer record. Many features are highly correlated. Before training a clustering model, the ML engineer wants to reduce dimensionality to remove redundant information and speed up training. Which SageMaker built-in algorithm should be applied first?","Principal Component Analysis (PCA) is correct for dimensionality reduction. It transforms correlated features into uncorrelated principal components ordered by the amount of variance they explain. This reduces the 500 features to a smaller set of components that capture most of the variance, removing redundancy before clustering. XGBoost is a supervised algorithm not for dimensionality reduction. K-Means is the clustering step that would run after PCA not before. DeepAR is a time series forecasting algorithm not dimensionality reduction.",k-2-1-1,medium,ai-generated,false,B,Principal Component Analysis (PCA),true,2
q-2-1-10,TS2.1,mc,"A company has a high-dimensional customer dataset with 500 features per customer record. Many features are highly correlated. Before training a clustering model, the ML engineer wants to reduce dimensionality to remove redundant information and speed up training. Which SageMaker built-in algorithm should be applied first?","Principal Component Analysis (PCA) is correct for dimensionality reduction. It transforms correlated features into uncorrelated principal components ordered by the amount of variance they explain. This reduces the 500 features to a smaller set of components that capture most of the variance, removing redundancy before clustering. XGBoost is a supervised algorithm not for dimensionality reduction. K-Means is the clustering step that would run after PCA not before. DeepAR is a time series forecasting algorithm not dimensionality reduction.",k-2-1-1,medium,ai-generated,false,C,K-Means,false,3
q-2-1-10,TS2.1,mc,"A company has a high-dimensional customer dataset with 500 features per customer record. Many features are highly correlated. Before training a clustering model, the ML engineer wants to reduce dimensionality to remove redundant information and speed up training. Which SageMaker built-in algorithm should be applied first?","Principal Component Analysis (PCA) is correct for dimensionality reduction. It transforms correlated features into uncorrelated principal components ordered by the amount of variance they explain. This reduces the 500 features to a smaller set of components that capture most of the variance, removing redundancy before clustering. XGBoost is a supervised algorithm not for dimensionality reduction. K-Means is the clustering step that would run after PCA not before. DeepAR is a time series forecasting algorithm not dimensionality reduction.",k-2-1-1,medium,ai-generated,false,D,DeepAR,false,4
q-2-1-11,TS2.1,mc,"A company wants to build a generative AI chatbot that answers questions about their internal knowledge base of technical documentation. The foundation model should generate accurate responses grounded in the company's own documents rather than hallucinating information. Which Amazon Bedrock feature implements this architecture?","Amazon Bedrock Knowledge Bases implements Retrieval-Augmented Generation (RAG) by connecting a foundation model to a vector store containing the company's documents. When a question is asked, the system retrieves relevant document chunks and passes them as context to the foundation model, grounding responses in actual company documentation. Bedrock Guardrails controls content safety and filtering but does not connect the model to external knowledge. SageMaker JumpStart deploys pre-trained models but does not provide RAG architecture. Amazon Kendra is an enterprise search service that can be part of a RAG pipeline but Bedrock Knowledge Bases is the native Bedrock solution.",k-2-1-3,medium,ai-generated,false,A,Amazon Bedrock Guardrails,false,1
q-2-1-11,TS2.1,mc,"A company wants to build a generative AI chatbot that answers questions about their internal knowledge base of technical documentation. The foundation model should generate accurate responses grounded in the company's own documents rather than hallucinating information. Which Amazon Bedrock feature implements this architecture?","Amazon Bedrock Knowledge Bases implements Retrieval-Augmented Generation (RAG) by connecting a foundation model to a vector store containing the company's documents. When a question is asked, the system retrieves relevant document chunks and passes them as context to the foundation model, grounding responses in actual company documentation. Bedrock Guardrails controls content safety and filtering but does not connect the model to external knowledge. SageMaker JumpStart deploys pre-trained models but does not provide RAG architecture. Amazon Kendra is an enterprise search service that can be part of a RAG pipeline but Bedrock Knowledge Bases is the native Bedrock solution.",k-2-1-3,medium,ai-generated,false,B,Amazon Bedrock Knowledge Bases,true,2
