question_ref,lo_code,question_type,question_text,explanation,subtopic_codes,difficulty,source,verified,option_key,option_text,answer_value,sort_order
q-eng9.1-04,ENG9.1,mc,"Choose the word that best fills the blank: 'The government launched a new _____ to provide free healthcare to all citizens below the poverty line.'","'Initiative' is correct — it means a new plan or programme introduced to address a problem, which fits a government health scheme. 'Obstacle' is a barrier that prevents progress, the opposite of a supportive programme. 'Setback' is a reversal or defeat, not a forward-looking programme. 'Dispute' is a disagreement or argument, unrelated to launching a healthcare scheme.",k-eng-9-1-1,easy,ai-generated,false,B,obstacle,false,2
q-eng9.1-04,ENG9.1,mc,"Choose the word that best fills the blank: 'The government launched a new _____ to provide free healthcare to all citizens below the poverty line.'","'Initiative' is correct — it means a new plan or programme introduced to address a problem, which fits a government health scheme. 'Obstacle' is a barrier that prevents progress, the opposite of a supportive programme. 'Setback' is a reversal or defeat, not a forward-looking programme. 'Dispute' is a disagreement or argument, unrelated to launching a healthcare scheme.",k-eng-9-1-1,easy,ai-generated,false,C,setback,false,3
q-eng9.1-04,ENG9.1,mc,"Choose the word that best fills the blank: 'The government launched a new _____ to provide free healthcare to all citizens below the poverty line.'","'Initiative' is correct — it means a new plan or programme introduced to address a problem, which fits a government health scheme. 'Obstacle' is a barrier that prevents progress, the opposite of a supportive programme. 'Setback' is a reversal or defeat, not a forward-looking programme. 'Dispute' is a disagreement or argument, unrelated to launching a healthcare scheme.",k-eng-9-1-1,easy,ai-generated,false,D,dispute,false,4
q-eng9.1-05,ENG9.1,mc,"Choose the word that best fills the blank: 'Engineers are working on new technologies to _____ the harmful effects of carbon emissions on the atmosphere.'","'Mitigate' is correct — it means to lessen or reduce the severity of something harmful, which fits reducing the damage from carbon emissions. 'Amplify' means to increase or intensify, the opposite of reducing harm. 'Exacerbate' means to make a bad situation worse, which would increase harm rather than reduce it. 'Accelerate' means to speed up a process, not to lessen its effects.",k-eng-9-1-1,medium,ai-generated,false,A,amplify,false,1
q-eng9.1-05,ENG9.1,mc,"Choose the word that best fills the blank: 'Engineers are working on new technologies to _____ the harmful effects of carbon emissions on the atmosphere.'","'Mitigate' is correct — it means to lessen or reduce the severity of something harmful, which fits reducing the damage from carbon emissions. 'Amplify' means to increase or intensify, the opposite of reducing harm. 'Exacerbate' means to make a bad situation worse, which would increase harm rather than reduce it. 'Accelerate' means to speed up a process, not to lessen its effects.",k-eng-9-1-1,medium,ai-generated,false,B,mitigate,true,2
q-eng9.1-05,ENG9.1,mc,"Choose the word that best fills the blank: 'Engineers are working on new technologies to _____ the harmful effects of carbon emissions on the atmosphere.'","'Mitigate' is correct — it means to lessen or reduce the severity of something harmful, which fits reducing the damage from carbon emissions. 'Amplify' means to increase or intensify, the opposite of reducing harm. 'Exacerbate' means to make a bad situation worse, which would increase harm rather than reduce it. 'Accelerate' means to speed up a process, not to lessen its effects.",k-eng-9-1-1,medium,ai-generated,false,C,exacerbate,false,3
q-eng9.1-05,ENG9.1,mc,"Choose the word that best fills the blank: 'Engineers are working on new technologies to _____ the harmful effects of carbon emissions on the atmosphere.'","'Mitigate' is correct — it means to lessen or reduce the severity of something harmful, which fits reducing the damage from carbon emissions. 'Amplify' means to increase or intensify, the opposite of reducing harm. 'Exacerbate' means to make a bad situation worse, which would increase harm rather than reduce it. 'Accelerate' means to speed up a process, not to lessen its effects.",k-eng-9-1-1,medium,ai-generated,false,D,accelerate,false,4
q-eng9.1-06,ENG9.1,mc,"Choose the word that best fills the blank: 'It is _____ that all employees complete the safety training before operating the new machinery.'","'Imperative' is correct — it means absolutely necessary or urgently important, which fits a mandatory safety requirement. 'Optional' means not required, which contradicts the mandatory tone of the sentence. 'Trivial' means of little importance, the opposite of urgent necessity. 'Arbitrary' means based on random choice rather than reason, which does not describe a systematic safety requirement.",k-eng-9-1-1,easy,ai-generated,false,A,optional,false,1
q-eng9.1-06,ENG9.1,mc,"Choose the word that best fills the blank: 'It is _____ that all employees complete the safety training before operating the new machinery.'","'Imperative' is correct — it means absolutely necessary or urgently important, which fits a mandatory safety requirement. 'Optional' means not required, which contradicts the mandatory tone of the sentence. 'Trivial' means of little importance, the opposite of urgent necessity. 'Arbitrary' means based on random choice rather than reason, which does not describe a systematic safety requirement.",k-eng-9-1-1,easy,ai-generated,false,B,trivial,false,2
q-eng9.1-06,ENG9.1,mc,"Choose the word that best fills the blank: 'It is _____ that all employees complete the safety training before operating the new machinery.'","'Imperative' is correct — it means absolutely necessary or urgently important, which fits a mandatory safety requirement. 'Optional' means not required, which contradicts the mandatory tone of the sentence. 'Trivial' means of little importance, the opposite of urgent necessity. 'Arbitrary' means based on random choice rather than reason, which does not describe a systematic safety requirement.",k-eng-9-1-1,easy,ai-generated,false,C,imperative,true,3
q-eng9.1-06,ENG9.1,mc,"Choose the word that best fills the blank: 'It is _____ that all employees complete the safety training before operating the new machinery.'","'Imperative' is correct — it means absolutely necessary or urgently important, which fits a mandatory safety requirement. 'Optional' means not required, which contradicts the mandatory tone of the sentence. 'Trivial' means of little importance, the opposite of urgent necessity. 'Arbitrary' means based on random choice rather than reason, which does not describe a systematic safety requirement.",k-eng-9-1-1,easy,ai-generated,false,D,arbitrary,false,4
q-eng9.1-07,ENG9.1,mc,"Choose the word that best fills the blank: 'After meeting all operational costs, the foundation distributed the remaining _____ to local charities.'","'Surplus' is correct — it means an amount left over after all requirements have been met, which fits money remaining after expenses. 'Deficit' means a shortfall or excess of expenditure over income, the opposite of what remains. 'Liability' refers to something one is legally responsible for paying, not leftover funds. 'Expenditure' refers to the spending already made, not the remainder.",k-eng-9-1-1,easy,ai-generated,false,A,deficit,false,1
q-eng9.1-07,ENG9.1,mc,"Choose the word that best fills the blank: 'After meeting all operational costs, the foundation distributed the remaining _____ to local charities.'","'Surplus' is correct — it means an amount left over after all requirements have been met, which fits money remaining after expenses. 'Deficit' means a shortfall or excess of expenditure over income, the opposite of what remains. 'Liability' refers to something one is legally responsible for paying, not leftover funds. 'Expenditure' refers to the spending already made, not the remainder.",k-eng-9-1-1,easy,ai-generated,false,B,liability,false,2
q-eng9.1-07,ENG9.1,mc,"Choose the word that best fills the blank: 'After meeting all operational costs, the foundation distributed the remaining _____ to local charities.'","'Surplus' is correct — it means an amount left over after all requirements have been met, which fits money remaining after expenses. 'Deficit' means a shortfall or excess of expenditure over income, the opposite of what remains. 'Liability' refers to something one is legally responsible for paying, not leftover funds. 'Expenditure' refers to the spending already made, not the remainder.",k-eng-9-1-1,easy,ai-generated,false,C,expenditure,false,3
q-eng9.1-07,ENG9.1,mc,"Choose the word that best fills the blank: 'After meeting all operational costs, the foundation distributed the remaining _____ to local charities.'","'Surplus' is correct — it means an amount left over after all requirements have been met, which fits money remaining after expenses. 'Deficit' means a shortfall or excess of expenditure over income, the opposite of what remains. 'Liability' refers to something one is legally responsible for paying, not leftover funds. 'Expenditure' refers to the spending already made, not the remainder.",k-eng-9-1-1,easy,ai-generated,false,D,surplus,true,4
q-eng9.1-08,ENG9.1,mc,"Choose the word that best fills the blank: 'The author chose to _____ the story with vivid descriptions of the landscape to captivate the reader.'","'Embellish' is correct — it means to add decorative or attractive details to make something more interesting, which fits enriching a story with descriptions. 'Diminish' means to reduce or make less, which would weaken rather than enhance the story. 'Simplify' means to make easier or less complex, opposite to adding rich descriptions. 'Obscure' means to make unclear or hidden, which would make the story harder to follow.",k-eng-9-1-1,medium,ai-generated,false,A,embellish,true,1
q-eng9.1-08,ENG9.1,mc,"Choose the word that best fills the blank: 'The author chose to _____ the story with vivid descriptions of the landscape to captivate the reader.'","'Embellish' is correct — it means to add decorative or attractive details to make something more interesting, which fits enriching a story with descriptions. 'Diminish' means to reduce or make less, which would weaken rather than enhance the story. 'Simplify' means to make easier or less complex, opposite to adding rich descriptions. 'Obscure' means to make unclear or hidden, which would make the story harder to follow.",k-eng-9-1-1,medium,ai-generated,false,B,diminish,false,2
q-eng9.1-08,ENG9.1,mc,"Choose the word that best fills the blank: 'The author chose to _____ the story with vivid descriptions of the landscape to captivate the reader.'","'Embellish' is correct — it means to add decorative or attractive details to make something more interesting, which fits enriching a story with descriptions. 'Diminish' means to reduce or make less, which would weaken rather than enhance the story. 'Simplify' means to make easier or less complex, opposite to adding rich descriptions. 'Obscure' means to make unclear or hidden, which would make the story harder to follow.",k-eng-9-1-1,medium,ai-generated,false,C,simplify,false,3
q-eng9.1-08,ENG9.1,mc,"Choose the word that best fills the blank: 'The author chose to _____ the story with vivid descriptions of the landscape to captivate the reader.'","'Embellish' is correct — it means to add decorative or attractive details to make something more interesting, which fits enriching a story with descriptions. 'Diminish' means to reduce or make less, which would weaken rather than enhance the story. 'Simplify' means to make easier or less complex, opposite to adding rich descriptions. 'Obscure' means to make unclear or hidden, which would make the story harder to follow.",k-eng-9-1-1,medium,ai-generated,false,D,obscure,false,4
q-eng9.1-09,ENG9.1,mc,"Choose the word that best fills the blank: 'Security personnel must remain _____ at all times to prevent any unauthorized entry into the facility.'","'Vigilant' is correct — it means keeping careful watch for possible danger, which exactly fits the duty of security personnel. 'Complacent' means satisfied to the point of not noticing danger — the opposite of alert. 'Negligent' means failing to take proper care of something, which would make for a poor security guard. 'Indifferent' means having no interest or concern, the opposite of watchful.",k-eng-9-1-1,easy,ai-generated,false,A,complacent,false,1
q-eng9.1-09,ENG9.1,mc,"Choose the word that best fills the blank: 'Security personnel must remain _____ at all times to prevent any unauthorized entry into the facility.'","'Vigilant' is correct — it means keeping careful watch for possible danger, which exactly fits the duty of security personnel. 'Complacent' means satisfied to the point of not noticing danger — the opposite of alert. 'Negligent' means failing to take proper care of something, which would make for a poor security guard. 'Indifferent' means having no interest or concern, the opposite of watchful.",k-eng-9-1-1,easy,ai-generated,false,B,vigilant,true,2
q-eng9.1-09,ENG9.1,mc,"Choose the word that best fills the blank: 'Security personnel must remain _____ at all times to prevent any unauthorized entry into the facility.'","'Vigilant' is correct — it means keeping careful watch for possible danger, which exactly fits the duty of security personnel. 'Complacent' means satisfied to the point of not noticing danger — the opposite of alert. 'Negligent' means failing to take proper care of something, which would make for a poor security guard. 'Indifferent' means having no interest or concern, the opposite of watchful.",k-eng-9-1-1,easy,ai-generated,false,C,negligent,false,3
q-eng9.1-09,ENG9.1,mc,"Choose the word that best fills the blank: 'Security personnel must remain _____ at all times to prevent any unauthorized entry into the facility.'","'Vigilant' is correct — it means keeping careful watch for possible danger, which exactly fits the duty of security personnel. 'Complacent' means satisfied to the point of not noticing danger — the opposite of alert. 'Negligent' means failing to take proper care of something, which would make for a poor security guard. 'Indifferent' means having no interest or concern, the opposite of watchful.",k-eng-9-1-1,easy,ai-generated,false,D,indifferent,false,4
q-eng9.1-10,ENG9.1,mc,"Choose the word that best fills the blank: 'The merger will help the two firms _____ their resources and compete more effectively in the global market.'","'Consolidate' is correct — it means to combine or strengthen by bringing things together, which fits merging companies pooling their resources. 'Fragment' means to break into pieces — the opposite of combining. 'Deplete' means to exhaust or use up a supply, which would weaken rather than strengthen the companies. 'Undermine' means to weaken or erode, which is the opposite of the intended result of a merger.",k-eng-9-1-1,medium,ai-generated,false,A,fragment,false,1
q-eng9.1-10,ENG9.1,mc,"Choose the word that best fills the blank: 'The merger will help the two firms _____ their resources and compete more effectively in the global market.'","'Consolidate' is correct — it means to combine or strengthen by bringing things together, which fits merging companies pooling their resources. 'Fragment' means to break into pieces — the opposite of combining. 'Deplete' means to exhaust or use up a supply, which would weaken rather than strengthen the companies. 'Undermine' means to weaken or erode, which is the opposite of the intended result of a merger.",k-eng-9-1-1,medium,ai-generated,false,B,deplete,false,2
q-eng9.1-10,ENG9.1,mc,"Choose the word that best fills the blank: 'The merger will help the two firms _____ their resources and compete more effectively in the global market.'","'Consolidate' is correct — it means to combine or strengthen by bringing things together, which fits merging companies pooling their resources. 'Fragment' means to break into pieces — the opposite of combining. 'Deplete' means to exhaust or use up a supply, which would weaken rather than strengthen the companies. 'Undermine' means to weaken or erode, which is the opposite of the intended result of a merger.",k-eng-9-1-1,medium,ai-generated,false,C,consolidate,true,3
q-eng9.1-10,ENG9.1,mc,"Choose the word that best fills the blank: 'The merger will help the two firms _____ their resources and compete more effectively in the global market.'","'Consolidate' is correct — it means to combine or strengthen by bringing things together, which fits merging companies pooling their resources. 'Fragment' means to break into pieces — the opposite of combining. 'Deplete' means to exhaust or use up a supply, which would weaken rather than strengthen the companies. 'Undermine' means to weaken or erode, which is the opposite of the intended result of a merger.",k-eng-9-1-1,medium,ai-generated,false,D,undermine,false,4
q-eng9.1-11,ENG9.1,mc,"Choose the correct article to fill the blank: 'She holds _____ MBA from a prestigious institution and is applying for senior management roles.'","'An' is correct — 'MBA' is pronounced as individual letters starting with the vowel sound /em/ (em-bee-ay), so it requires 'an' regardless of the capital letter. 'A' is wrong because the sound following it begins with a vowel (/em/), not a consonant. 'The' is a definite article and cannot be used to introduce someone for the first time. No article is wrong because a singular countable noun ('MBA') must take an article.",k-eng-9-1-2,easy,ai-generated,false,A,a,false,1
q-eng9.1-11,ENG9.1,mc,"Choose the correct article to fill the blank: 'She holds _____ MBA from a prestigious institution and is applying for senior management roles.'","'An' is correct — 'MBA' is pronounced as individual letters starting with the vowel sound /em/ (em-bee-ay), so it requires 'an' regardless of the capital letter. 'A' is wrong because the sound following it begins with a vowel (/em/), not a consonant. 'The' is a definite article and cannot be used to introduce someone for the first time. No article is wrong because a singular countable noun ('MBA') must take an article.",k-eng-9-1-2,easy,ai-generated,false,B,the,false,2
q-eng9.1-11,ENG9.1,mc,"Choose the correct article to fill the blank: 'She holds _____ MBA from a prestigious institution and is applying for senior management roles.'","'An' is correct — 'MBA' is pronounced as individual letters starting with the vowel sound /em/ (em-bee-ay), so it requires 'an' regardless of the capital letter. 'A' is wrong because the sound following it begins with a vowel (/em/), not a consonant. 'The' is a definite article and cannot be used to introduce someone for the first time. No article is wrong because a singular countable noun ('MBA') must take an article.",k-eng-9-1-2,easy,ai-generated,false,C,an,true,3
q-eng9.1-11,ENG9.1,mc,"Choose the correct article to fill the blank: 'She holds _____ MBA from a prestigious institution and is applying for senior management roles.'","'An' is correct — 'MBA' is pronounced as individual letters starting with the vowel sound /em/ (em-bee-ay), so it requires 'an' regardless of the capital letter. 'A' is wrong because the sound following it begins with a vowel (/em/), not a consonant. 'The' is a definite article and cannot be used to introduce someone for the first time. No article is wrong because a singular countable noun ('MBA') must take an article.",k-eng-9-1-2,easy,ai-generated,false,D,no article needed,false,4
q-eng9.1-12,ENG9.1,mc,"Choose the correct preposition to fill the blank: 'The new committee consists _____ five members, each representing a different department.'","'Of' is correct — 'consist of' is the fixed phrasal verb collocation meaning to be made up of particular elements. 'With' is not used after 'consist'; 'the committee consists with' is grammatically wrong. 'By' denotes agency or means and does not form a collocation with 'consist'. 'From' indicates origin or source and cannot follow 'consist' in standard usage.",k-eng-9-1-2,easy,ai-generated,false,A,with,false,1
q-eng9.1-12,ENG9.1,mc,"Choose the correct preposition to fill the blank: 'The new committee consists _____ five members, each representing a different department.'","'Of' is correct — 'consist of' is the fixed phrasal verb collocation meaning to be made up of particular elements. 'With' is not used after 'consist'; 'the committee consists with' is grammatically wrong. 'By' denotes agency or means and does not form a collocation with 'consist'. 'From' indicates origin or source and cannot follow 'consist' in standard usage.",k-eng-9-1-2,easy,ai-generated,false,B,by,false,2
q-eng9.1-12,ENG9.1,mc,"Choose the correct preposition to fill the blank: 'The new committee consists _____ five members, each representing a different department.'","'Of' is correct — 'consist of' is the fixed phrasal verb collocation meaning to be made up of particular elements. 'With' is not used after 'consist'; 'the committee consists with' is grammatically wrong. 'By' denotes agency or means and does not form a collocation with 'consist'. 'From' indicates origin or source and cannot follow 'consist' in standard usage.",k-eng-9-1-2,easy,ai-generated,false,C,from,false,3
q-eng9.1-12,ENG9.1,mc,"Choose the correct preposition to fill the blank: 'The new committee consists _____ five members, each representing a different department.'","'Of' is correct — 'consist of' is the fixed phrasal verb collocation meaning to be made up of particular elements. 'With' is not used after 'consist'; 'the committee consists with' is grammatically wrong. 'By' denotes agency or means and does not form a collocation with 'consist'. 'From' indicates origin or source and cannot follow 'consist' in standard usage.",k-eng-9-1-2,easy,ai-generated,false,D,of,true,4
q-eng9.1-13,ENG9.1,mc,"Choose the correct conjunction to fill the blank: '_____ the project was behind schedule, the team managed to deliver it on time.'","'Although' is correct — it introduces a concessive clause, meaning despite the schedule delay, the team succeeded; the two halves contrast. 'Because' introduces a cause-and-effect relationship, which would make the delay the reason for delivery — logically contradictory. 'Unless' is a conditional meaning 'except if', which does not fit a contrast of two completed events. 'Provided' means 'on the condition that', introducing a condition rather than a contrast.",k-eng-9-1-2,easy,ai-generated,false,A,although,true,1
q-eng9.1-13,ENG9.1,mc,"Choose the correct conjunction to fill the blank: '_____ the project was behind schedule, the team managed to deliver it on time.'","'Although' is correct — it introduces a concessive clause, meaning despite the schedule delay, the team succeeded; the two halves contrast. 'Because' introduces a cause-and-effect relationship, which would make the delay the reason for delivery — logically contradictory. 'Unless' is a conditional meaning 'except if', which does not fit a contrast of two completed events. 'Provided' means 'on the condition that', introducing a condition rather than a contrast.",k-eng-9-1-2,easy,ai-generated,false,B,because,false,2
q-eng9.1-13,ENG9.1,mc,"Choose the correct conjunction to fill the blank: '_____ the project was behind schedule, the team managed to deliver it on time.'","'Although' is correct — it introduces a concessive clause, meaning despite the schedule delay, the team succeeded; the two halves contrast. 'Because' introduces a cause-and-effect relationship, which would make the delay the reason for delivery — logically contradictory. 'Unless' is a conditional meaning 'except if', which does not fit a contrast of two completed events. 'Provided' means 'on the condition that', introducing a condition rather than a contrast.",k-eng-9-1-2,easy,ai-generated,false,C,unless,false,3
q-eng9.1-13,ENG9.1,mc,"Choose the correct conjunction to fill the blank: '_____ the project was behind schedule, the team managed to deliver it on time.'","'Although' is correct — it introduces a concessive clause, meaning despite the schedule delay, the team succeeded; the two halves contrast. 'Because' introduces a cause-and-effect relationship, which would make the delay the reason for delivery — logically contradictory. 'Unless' is a conditional meaning 'except if', which does not fit a contrast of two completed events. 'Provided' means 'on the condition that', introducing a condition rather than a contrast.",k-eng-9-1-2,easy,ai-generated,false,D,provided,false,4
q-eng9.1-14,ENG9.1,mc,"Choose the correct preposition to fill the blank: 'The government is focusing _____ improving public transport infrastructure in rural areas.'","'On' is correct — 'focus on' is the fixed collocation meaning to give attention to something. 'In' would require a noun phrase, not a gerund in this construction. 'At' is used for specific targets or locations but does not collocate with 'focus' in this context. 'For' introduces purpose clauses with nouns but does not collocate with 'focus' followed by a gerund.",k-eng-9-1-2,easy,ai-generated,false,A,in,false,1
q-eng9.1-14,ENG9.1,mc,"Choose the correct preposition to fill the blank: 'The government is focusing _____ improving public transport infrastructure in rural areas.'","'On' is correct — 'focus on' is the fixed collocation meaning to give attention to something. 'In' would require a noun phrase, not a gerund in this construction. 'At' is used for specific targets or locations but does not collocate with 'focus' in this context. 'For' introduces purpose clauses with nouns but does not collocate with 'focus' followed by a gerund.",k-eng-9-1-2,easy,ai-generated,false,B,on,true,2
q-eng9.1-14,ENG9.1,mc,"Choose the correct preposition to fill the blank: 'The government is focusing _____ improving public transport infrastructure in rural areas.'","'On' is correct — 'focus on' is the fixed collocation meaning to give attention to something. 'In' would require a noun phrase, not a gerund in this construction. 'At' is used for specific targets or locations but does not collocate with 'focus' in this context. 'For' introduces purpose clauses with nouns but does not collocate with 'focus' followed by a gerund.",k-eng-9-1-2,easy,ai-generated,false,C,at,false,3
q-eng9.1-14,ENG9.1,mc,"Choose the correct preposition to fill the blank: 'The government is focusing _____ improving public transport infrastructure in rural areas.'","'On' is correct — 'focus on' is the fixed collocation meaning to give attention to something. 'In' would require a noun phrase, not a gerund in this construction. 'At' is used for specific targets or locations but does not collocate with 'focus' in this context. 'For' introduces purpose clauses with nouns but does not collocate with 'focus' followed by a gerund.",k-eng-9-1-2,easy,ai-generated,false,D,for,false,4
q-eng9.1-15,ENG9.1,mc,"Choose the correct article to fill the blank: 'After months of debate, _____ decision was finally announced by the board of directors.'","'The' is correct — the decision has already been discussed for months, so it is a specific, known decision; the definite article 'the' is used for specific or previously identified nouns. 'A' is the indefinite article used for unspecified or first-mentioned nouns; here the decision is specific and known. 'An' requires a noun beginning with a vowel sound; 'decision' begins with /d/, a consonant sound. 'No article' is wrong because a singular countable noun in this context must have an article.",k-eng-9-1-2,easy,ai-generated,false,A,a,false,1
q-eng9.1-15,ENG9.1,mc,"Choose the correct article to fill the blank: 'After months of debate, _____ decision was finally announced by the board of directors.'","'The' is correct — the decision has already been discussed for months, so it is a specific, known decision; the definite article 'the' is used for specific or previously identified nouns. 'A' is the indefinite article used for unspecified or first-mentioned nouns; here the decision is specific and known. 'An' requires a noun beginning with a vowel sound; 'decision' begins with /d/, a consonant sound. 'No article' is wrong because a singular countable noun in this context must have an article.",k-eng-9-1-2,easy,ai-generated,false,B,an,false,2
q-eng9.1-15,ENG9.1,mc,"Choose the correct article to fill the blank: 'After months of debate, _____ decision was finally announced by the board of directors.'","'The' is correct — the decision has already been discussed for months, so it is a specific, known decision; the definite article 'the' is used for specific or previously identified nouns. 'A' is the indefinite article used for unspecified or first-mentioned nouns; here the decision is specific and known. 'An' requires a noun beginning with a vowel sound; 'decision' begins with /d/, a consonant sound. 'No article' is wrong because a singular countable noun in this context must have an article.",k-eng-9-1-2,easy,ai-generated,false,C,the,true,3
q-eng9.1-15,ENG9.1,mc,"Choose the correct article to fill the blank: 'After months of debate, _____ decision was finally announced by the board of directors.'","'The' is correct — the decision has already been discussed for months, so it is a specific, known decision; the definite article 'the' is used for specific or previously identified nouns. 'A' is the indefinite article used for unspecified or first-mentioned nouns; here the decision is specific and known. 'An' requires a noun beginning with a vowel sound; 'decision' begins with /d/, a consonant sound. 'No article' is wrong because a singular countable noun in this context must have an article.",k-eng-9-1-2,easy,ai-generated,false,D,no article needed,false,4
