question_ref,lo_code,question_type,question_text,explanation,subtopic_codes,difficulty,source,verified,option_key,option_text,answer_value,sort_order
d-1-04,D1,mr,A data engineering team is building an analytics layer over a multi-petabyte Amazon S3 data lake; data scientists need ad hoc SQL exploration while ETL developers need consistent table metadata for AWS Glue jobs and SageMaker Data Wrangler flows. Which TWO services together provide this capability with the least operational overhead? (Select TWO),Athena provides serverless SQL over S3 and uses the Glue Data Catalog as its metastore so queries scale without infrastructure management. The Glue Data Catalog is a shared metadata layer that Glue ETL Athena and SageMaker Data Wrangler can all reference - giving consistent schemas across consumers. FSx for Lustre is high-performance file storage for training not a data lake metadata or query layer. Kinesis Data Streams is for streaming ingestion not historical SQL. SageMaker Feature Store is for ML features not general data lake metadata.,k-1-1-5|k-1-1-8|k-1-2-5,medium,ai-generated,FALSE,A,Amazon Athena for serverless SQL queries against S3,TRUE,1
d-1-04,D1,mr,A data engineering team is building an analytics layer over a multi-petabyte Amazon S3 data lake; data scientists need ad hoc SQL exploration while ETL developers need consistent table metadata for AWS Glue jobs and SageMaker Data Wrangler flows. Which TWO services together provide this capability with the least operational overhead? (Select TWO),Athena provides serverless SQL over S3 and uses the Glue Data Catalog as its metastore so queries scale without infrastructure management. The Glue Data Catalog is a shared metadata layer that Glue ETL Athena and SageMaker Data Wrangler can all reference - giving consistent schemas across consumers. FSx for Lustre is high-performance file storage for training not a data lake metadata or query layer. Kinesis Data Streams is for streaming ingestion not historical SQL. SageMaker Feature Store is for ML features not general data lake metadata.,k-1-1-5|k-1-1-8|k-1-2-5,medium,ai-generated,FALSE,B,AWS Glue Data Catalog as the shared metadata store,TRUE,2
d-1-04,D1,mr,A data engineering team is building an analytics layer over a multi-petabyte Amazon S3 data lake; data scientists need ad hoc SQL exploration while ETL developers need consistent table metadata for AWS Glue jobs and SageMaker Data Wrangler flows. Which TWO services together provide this capability with the least operational overhead? (Select TWO),Athena provides serverless SQL over S3 and uses the Glue Data Catalog as its metastore so queries scale without infrastructure management. The Glue Data Catalog is a shared metadata layer that Glue ETL Athena and SageMaker Data Wrangler can all reference - giving consistent schemas across consumers. FSx for Lustre is high-performance file storage for training not a data lake metadata or query layer. Kinesis Data Streams is for streaming ingestion not historical SQL. SageMaker Feature Store is for ML features not general data lake metadata.,k-1-1-5|k-1-1-8|k-1-2-5,medium,ai-generated,FALSE,C,Amazon FSx for Lustre as the primary data lake storage,FALSE,3
d-1-04,D1,mr,A data engineering team is building an analytics layer over a multi-petabyte Amazon S3 data lake; data scientists need ad hoc SQL exploration while ETL developers need consistent table metadata for AWS Glue jobs and SageMaker Data Wrangler flows. Which TWO services together provide this capability with the least operational overhead? (Select TWO),Athena provides serverless SQL over S3 and uses the Glue Data Catalog as its metastore so queries scale without infrastructure management. The Glue Data Catalog is a shared metadata layer that Glue ETL Athena and SageMaker Data Wrangler can all reference - giving consistent schemas across consumers. FSx for Lustre is high-performance file storage for training not a data lake metadata or query layer. Kinesis Data Streams is for streaming ingestion not historical SQL. SageMaker Feature Store is for ML features not general data lake metadata.,k-1-1-5|k-1-1-8|k-1-2-5,medium,ai-generated,FALSE,D,Amazon Kinesis Data Streams to query historical S3 data,FALSE,4
d-1-04,D1,mr,A data engineering team is building an analytics layer over a multi-petabyte Amazon S3 data lake; data scientists need ad hoc SQL exploration while ETL developers need consistent table metadata for AWS Glue jobs and SageMaker Data Wrangler flows. Which TWO services together provide this capability with the least operational overhead? (Select TWO),Athena provides serverless SQL over S3 and uses the Glue Data Catalog as its metastore so queries scale without infrastructure management. The Glue Data Catalog is a shared metadata layer that Glue ETL Athena and SageMaker Data Wrangler can all reference - giving consistent schemas across consumers. FSx for Lustre is high-performance file storage for training not a data lake metadata or query layer. Kinesis Data Streams is for streaming ingestion not historical SQL. SageMaker Feature Store is for ML features not general data lake metadata.,k-1-1-5|k-1-1-8|k-1-2-5,medium,ai-generated,FALSE,E,SageMaker Feature Store as the metadata layer for the data lake,FALSE,5
d-1-05,D1,mc,A company already operates several on-premises Apache Kafka topics and plans to migrate the streaming workloads to AWS so that an Amazon EMR Spark Structured Streaming job can consume them as input to feature engineering. The team wants to keep its existing Kafka client libraries and configurations unchanged. Which AWS service is the best fit for the streaming layer?,Amazon MSK is a managed Apache Kafka service that supports native Kafka APIs and protocols so existing producers consumers and configurations can be reused with minimal changes - and EMR Spark has direct Kafka connectors. Kinesis Data Streams uses a Kinesis-specific API not the Kafka API and would require client rewrites. Firehose is a delivery service not a Kafka-compatible broker. SQS is a queue service not a streaming platform and is not Kafka-compatible.,k-1-1-4|k-1-2-2,medium,ai-generated,FALSE,A,Amazon Kinesis Data Streams,FALSE,1
d-1-05,D1,mc,A company already operates several on-premises Apache Kafka topics and plans to migrate the streaming workloads to AWS so that an Amazon EMR Spark Structured Streaming job can consume them as input to feature engineering. The team wants to keep its existing Kafka client libraries and configurations unchanged. Which AWS service is the best fit for the streaming layer?,Amazon MSK is a managed Apache Kafka service that supports native Kafka APIs and protocols so existing producers consumers and configurations can be reused with minimal changes - and EMR Spark has direct Kafka connectors. Kinesis Data Streams uses a Kinesis-specific API not the Kafka API and would require client rewrites. Firehose is a delivery service not a Kafka-compatible broker. SQS is a queue service not a streaming platform and is not Kafka-compatible.,k-1-1-4|k-1-2-2,medium,ai-generated,FALSE,B,Amazon Kinesis Data Firehose,FALSE,2
d-1-05,D1,mc,A company already operates several on-premises Apache Kafka topics and plans to migrate the streaming workloads to AWS so that an Amazon EMR Spark Structured Streaming job can consume them as input to feature engineering. The team wants to keep its existing Kafka client libraries and configurations unchanged. Which AWS service is the best fit for the streaming layer?,Amazon MSK is a managed Apache Kafka service that supports native Kafka APIs and protocols so existing producers consumers and configurations can be reused with minimal changes - and EMR Spark has direct Kafka connectors. Kinesis Data Streams uses a Kinesis-specific API not the Kafka API and would require client rewrites. Firehose is a delivery service not a Kafka-compatible broker. SQS is a queue service not a streaming platform and is not Kafka-compatible.,k-1-1-4|k-1-2-2,medium,ai-generated,FALSE,C,Amazon Managed Streaming for Apache Kafka (Amazon MSK),TRUE,3
d-1-05,D1,mc,A company already operates several on-premises Apache Kafka topics and plans to migrate the streaming workloads to AWS so that an Amazon EMR Spark Structured Streaming job can consume them as input to feature engineering. The team wants to keep its existing Kafka client libraries and configurations unchanged. Which AWS service is the best fit for the streaming layer?,Amazon MSK is a managed Apache Kafka service that supports native Kafka APIs and protocols so existing producers consumers and configurations can be reused with minimal changes - and EMR Spark has direct Kafka connectors. Kinesis Data Streams uses a Kinesis-specific API not the Kafka API and would require client rewrites. Firehose is a delivery service not a Kafka-compatible broker. SQS is a queue service not a streaming platform and is not Kafka-compatible.,k-1-1-4|k-1-2-2,medium,ai-generated,FALSE,D,Amazon SQS FIFO queues,FALSE,4
d-1-06,D1,mc,A finance team uses Amazon Athena to query a 4PB S3 data lake of trade data for ML feature generation; queries scan terabytes per run and costs have grown sharply. Files are currently stored as gzipped CSV partitioned only by year. Which combination of changes will most reduce both query time and cost?,Parquet is columnar and supports predicate pushdown and column projection which Athena uses to skip unread data; finer-grained partitions on commonly filtered columns drastically cut bytes scanned and Athena charges by bytes scanned. JSON Lines is row-based and verbose increasing scan size. Increasing concurrency does not reduce per-query bytes scanned. Migrating to Redshift is a much larger architectural change and the question asks how to make Athena efficient.,k-1-1-5|s-1-1-1|k-1-2-5,medium,ai-generated,FALSE,A,Convert to Apache Parquet with Snappy compression and add partitions on year month and trade desk,TRUE,1
d-1-06,D1,mc,A finance team uses Amazon Athena to query a 4PB S3 data lake of trade data for ML feature generation; queries scan terabytes per run and costs have grown sharply. Files are currently stored as gzipped CSV partitioned only by year. Which combination of changes will most reduce both query time and cost?,Parquet is columnar and supports predicate pushdown and column projection which Athena uses to skip unread data; finer-grained partitions on commonly filtered columns drastically cut bytes scanned and Athena charges by bytes scanned. JSON Lines is row-based and verbose increasing scan size. Increasing concurrency does not reduce per-query bytes scanned. Migrating to Redshift is a much larger architectural change and the question asks how to make Athena efficient.,k-1-1-5|s-1-1-1|k-1-2-5,medium,ai-generated,FALSE,B,Convert to JSON Lines with gzip and remove all partitioning to simplify queries,FALSE,2
d-1-06,D1,mc,A finance team uses Amazon Athena to query a 4PB S3 data lake of trade data for ML feature generation; queries scan terabytes per run and costs have grown sharply. Files are currently stored as gzipped CSV partitioned only by year. Which combination of changes will most reduce both query time and cost?,Parquet is columnar and supports predicate pushdown and column projection which Athena uses to skip unread data; finer-grained partitions on commonly filtered columns drastically cut bytes scanned and Athena charges by bytes scanned. JSON Lines is row-based and verbose increasing scan size. Increasing concurrency does not reduce per-query bytes scanned. Migrating to Redshift is a much larger architectural change and the question asks how to make Athena efficient.,k-1-1-5|s-1-1-1|k-1-2-5,medium,ai-generated,FALSE,C,Increase Athena workgroup query concurrency limits and keep CSV unchanged,FALSE,3
d-1-06,D1,mc,A finance team uses Amazon Athena to query a 4PB S3 data lake of trade data for ML feature generation; queries scan terabytes per run and costs have grown sharply. Files are currently stored as gzipped CSV partitioned only by year. Which combination of changes will most reduce both query time and cost?,Parquet is columnar and supports predicate pushdown and column projection which Athena uses to skip unread data; finer-grained partitions on commonly filtered columns drastically cut bytes scanned and Athena charges by bytes scanned. JSON Lines is row-based and verbose increasing scan size. Increasing concurrency does not reduce per-query bytes scanned. Migrating to Redshift is a much larger architectural change and the question asks how to make Athena efficient.,k-1-1-5|s-1-1-1|k-1-2-5,medium,ai-generated,FALSE,D,Migrate the data to Amazon Redshift and stop using Athena,FALSE,4
d-1-07,D1,mc,A regulated insurance company stores claims data in Amazon S3 and uses SageMaker Data Wrangler for feature engineering; auditors require that some data scientists can read only non-sensitive columns while others can read all columns and all access must be auditable and managed centrally. Which approach best meets these requirements?,Lake Formation provides centralized fine-grained access control including column-level and row-level permissions on Glue Data Catalog tables and integrates with Athena Glue and SageMaker tools - all access is logged through CloudTrail. S3 bucket policies operate at the object level and cannot grant or deny specific columns. KMS controls encryption keys not column-level data access. Presigned URLs do not enforce per-column access and are operationally unscalable.,k-1-1-8|k-1-2-4,medium,ai-generated,FALSE,A,Apply only S3 bucket policies that restrict access by IAM principal,FALSE,1
d-1-07,D1,mc,A regulated insurance company stores claims data in Amazon S3 and uses SageMaker Data Wrangler for feature engineering; auditors require that some data scientists can read only non-sensitive columns while others can read all columns and all access must be auditable and managed centrally. Which approach best meets these requirements?,Lake Formation provides centralized fine-grained access control including column-level and row-level permissions on Glue Data Catalog tables and integrates with Athena Glue and SageMaker tools - all access is logged through CloudTrail. S3 bucket policies operate at the object level and cannot grant or deny specific columns. KMS controls encryption keys not column-level data access. Presigned URLs do not enforce per-column access and are operationally unscalable.,k-1-1-8|k-1-2-4,medium,ai-generated,FALSE,B,Encrypt the bucket with KMS and rely on KMS key policies for column-level controls,FALSE,2
d-1-07,D1,mc,A regulated insurance company stores claims data in Amazon S3 and uses SageMaker Data Wrangler for feature engineering; auditors require that some data scientists can read only non-sensitive columns while others can read all columns and all access must be auditable and managed centrally. Which approach best meets these requirements?,Lake Formation provides centralized fine-grained access control including column-level and row-level permissions on Glue Data Catalog tables and integrates with Athena Glue and SageMaker tools - all access is logged through CloudTrail. S3 bucket policies operate at the object level and cannot grant or deny specific columns. KMS controls encryption keys not column-level data access. Presigned URLs do not enforce per-column access and are operationally unscalable.,k-1-1-8|k-1-2-4,medium,ai-generated,FALSE,C,Register the S3 location with AWS Lake Formation and define column-level permissions on the Glue tables consumed by Data Wrangler,TRUE,3
d-1-07,D1,mc,A regulated insurance company stores claims data in Amazon S3 and uses SageMaker Data Wrangler for feature engineering; auditors require that some data scientists can read only non-sensitive columns while others can read all columns and all access must be auditable and managed centrally. Which approach best meets these requirements?,Lake Formation provides centralized fine-grained access control including column-level and row-level permissions on Glue Data Catalog tables and integrates with Athena Glue and SageMaker tools - all access is logged through CloudTrail. S3 bucket policies operate at the object level and cannot grant or deny specific columns. KMS controls encryption keys not column-level data access. Presigned URLs do not enforce per-column access and are operationally unscalable.,k-1-1-8|k-1-2-4,medium,ai-generated,FALSE,D,Generate per-user S3 presigned URLs for each Parquet file consumed by Data Wrangler,FALSE,4
d-1-08,D1,mc,A payment processor needs sub-100ms feature lookups for a fraud-detection model invoked at transaction time; features are derived from a high-throughput event stream. The same features must also be available offline for retraining. Which architecture best meets both online and offline requirements?,SageMaker Feature Store supports paired online and offline stores - the online store provides millisecond lookups for inference while the offline store backs training and analytics from the same feature definitions. Kinesis Data Streams supports the high-throughput low-latency event ingestion required for real-time feature computation. Athena queries on S3 are not designed for sub-100ms inference paths. EFS file reads are not optimized for low-latency ML feature lookup. Building a custom DynamoDB plus nightly rebuild reinvents Feature Store and forfeits its managed integration with SageMaker.,k-1-1-3|k-1-2-7,hard,ai-generated,FALSE,A,Land events with Kinesis Data Firehose into S3 only and query features with Athena at inference time,FALSE,1
d-1-08,D1,mc,A payment processor needs sub-100ms feature lookups for a fraud-detection model invoked at transaction time; features are derived from a high-throughput event stream. The same features must also be available offline for retraining. Which architecture best meets both online and offline requirements?,SageMaker Feature Store supports paired online and offline stores - the online store provides millisecond lookups for inference while the offline store backs training and analytics from the same feature definitions. Kinesis Data Streams supports the high-throughput low-latency event ingestion required for real-time feature computation. Athena queries on S3 are not designed for sub-100ms inference paths. EFS file reads are not optimized for low-latency ML feature lookup. Building a custom DynamoDB plus nightly rebuild reinvents Feature Store and forfeits its managed integration with SageMaker.,k-1-1-3|k-1-2-7,hard,ai-generated,FALSE,B,Stream events through Kinesis Data Streams; compute features and write to both the SageMaker Feature Store online and offline stores,TRUE,2
d-1-08,D1,mc,A payment processor needs sub-100ms feature lookups for a fraud-detection model invoked at transaction time; features are derived from a high-throughput event stream. The same features must also be available offline for retraining. Which architecture best meets both online and offline requirements?,SageMaker Feature Store supports paired online and offline stores - the online store provides millisecond lookups for inference while the offline store backs training and analytics from the same feature definitions. Kinesis Data Streams supports the high-throughput low-latency event ingestion required for real-time feature computation. Athena queries on S3 are not designed for sub-100ms inference paths. EFS file reads are not optimized for low-latency ML feature lookup. Building a custom DynamoDB plus nightly rebuild reinvents Feature Store and forfeits its managed integration with SageMaker.,k-1-1-3|k-1-2-7,hard,ai-generated,FALSE,C,Use Amazon EFS as a feature cache and have the inference service read files at request time,FALSE,3
d-1-08,D1,mc,A payment processor needs sub-100ms feature lookups for a fraud-detection model invoked at transaction time; features are derived from a high-throughput event stream. The same features must also be available offline for retraining. Which architecture best meets both online and offline requirements?,SageMaker Feature Store supports paired online and offline stores - the online store provides millisecond lookups for inference while the offline store backs training and analytics from the same feature definitions. Kinesis Data Streams supports the high-throughput low-latency event ingestion required for real-time feature computation. Athena queries on S3 are not designed for sub-100ms inference paths. EFS file reads are not optimized for low-latency ML feature lookup. Building a custom DynamoDB plus nightly rebuild reinvents Feature Store and forfeits its managed integration with SageMaker.,k-1-1-3|k-1-2-7,hard,ai-generated,FALSE,D,Store all features in DynamoDB only and rebuild S3 datasets nightly with a custom job,FALSE,4
d-1-09,D1,mc,A medical imaging startup has 1.2 million unlabeled DICOM images in Amazon S3 and needs high-quality bounding box labels from clinical annotators with consistent quality controls and audit trails before training a detection model. Which approach is most appropriate?,SageMaker Ground Truth supports private public and vendor workforces with built-in label consolidation auto-labeling and audit trails - the right fit when domain experts must label data stored in S3. Rekognition Custom Labels itself requires labeled training data and is not a labeling workflow. Email-based distribution lacks auditability quality controls and integration with downstream ML pipelines. SageMaker Clarify analyzes bias and explainability and does not perform labeling.,k-1-1-5|k-1-3-1,medium,ai-generated,FALSE,A,Use Amazon Rekognition Custom Labels to auto-generate bounding boxes,FALSE,1
d-1-09,D1,mc,A medical imaging startup has 1.2 million unlabeled DICOM images in Amazon S3 and needs high-quality bounding box labels from clinical annotators with consistent quality controls and audit trails before training a detection model. Which approach is most appropriate?,SageMaker Ground Truth supports private public and vendor workforces with built-in label consolidation auto-labeling and audit trails - the right fit when domain experts must label data stored in S3. Rekognition Custom Labels itself requires labeled training data and is not a labeling workflow. Email-based distribution lacks auditability quality controls and integration with downstream ML pipelines. SageMaker Clarify analyzes bias and explainability and does not perform labeling.,k-1-1-5|k-1-3-1,medium,ai-generated,FALSE,B,Use Amazon SageMaker Ground Truth with a private workforce and built-in label consolidation against the S3 data,TRUE,2
d-1-09,D1,mc,A medical imaging startup has 1.2 million unlabeled DICOM images in Amazon S3 and needs high-quality bounding box labels from clinical annotators with consistent quality controls and audit trails before training a detection model. Which approach is most appropriate?,SageMaker Ground Truth supports private public and vendor workforces with built-in label consolidation auto-labeling and audit trails - the right fit when domain experts must label data stored in S3. Rekognition Custom Labels itself requires labeled training data and is not a labeling workflow. Email-based distribution lacks auditability quality controls and integration with downstream ML pipelines. SageMaker Clarify analyzes bias and explainability and does not perform labeling.,k-1-1-5|k-1-3-1,medium,ai-generated,FALSE,C,Manually distribute images via email to annotators and collect labels through spreadsheets,FALSE,3
d-1-09,D1,mc,A medical imaging startup has 1.2 million unlabeled DICOM images in Amazon S3 and needs high-quality bounding box labels from clinical annotators with consistent quality controls and audit trails before training a detection model. Which approach is most appropriate?,SageMaker Ground Truth supports private public and vendor workforces with built-in label consolidation auto-labeling and audit trails - the right fit when domain experts must label data stored in S3. Rekognition Custom Labels itself requires labeled training data and is not a labeling workflow. Email-based distribution lacks auditability quality controls and integration with downstream ML pipelines. SageMaker Clarify analyzes bias and explainability and does not perform labeling.,k-1-1-5|k-1-3-1,medium,ai-generated,FALSE,D,Use SageMaker Clarify to label images automatically before training,FALSE,4
d-1-10,D1,mc,A logistics company ingests vehicle telemetry through Amazon Kinesis Data Firehose into Amazon S3; downstream training jobs began producing degraded models because some sensors started reporting nulls and out-of-range values. The team wants automated checks before data reaches the training set with minimal custom code. Which solution is most appropriate?,AWS Glue Data Quality lets teams declare DQDL rules - including completeness uniqueness range and freshness checks - against Glue Catalog tables and run them as part of pipelines with minimal code. CloudWatch alarms on Firehose metrics track delivery health not record-level data quality. SageMaker Model Monitor evaluates model inputs and outputs at inference time which is too late to keep bad data out of training. Manual spot checks are not reliable or scalable across millions of records per day.,k-1-1-2|k-1-3-4,medium,ai-generated,FALSE,A,Add AWS Glue Data Quality rules that validate completeness and value ranges on the cataloged dataset and stop downstream jobs on rule failure,TRUE,1
